Бүртгэлийн дугаар,Худалдааны нэр,Олон улсын нэршилТун хэмжээNo,Эмийн хэлбэр ,Олгох нөхцөл,Үйлдвэрлэгчийн нэр,Улс,Хүчинтэй хугацаа,Бүртгүүлсэн байгууллага,Бүртгэлийн дугаар.1,Баркод,Баркод.1,,
F20110912GP02796,Клотрикам-В,Клотримазол,100мг,6,уртасгасан үйлдэлтэй лаа,Жоргүй,XL Laboratories PVT.Ltd,БНЭУ,2021.09.21,Чигатуссин ХХК, ,,
F20110912JP02803,Пенодил 500,Ампициллин,500мг,10x10,капсул,Жороор,Remedica Ltd,Кипр,2021.09.12,Монголфарм ХХК,5290665001466,,
F110912JP02805,Ремицин 100,Доксициклин,100мг,10x10,бүрхүүлтэй шахмал,Жороор,Remedica Ltd,Кипр,2021.09.12,Монголфарм ХХК,5290665002463,,
F20110912JP02806,Дилапан 150,Флуконазол,150мг,3,капсул,Жороор,Remedica Ltd,Кипр,2021.09.12,Монголфарм ХХК,5290665002678,,
F110912JP02810,Эрмицин 250,Эритромицин,250мг,10x10,бүрхүүлтэй шахмал,Жороор,Remedica Ltd,Кипр,2021.09.12,Монголфарм ХХК,5290665001329,,
F20110912JP02812,Супракс солютаб,Цефиксим,400мг,1,дисперсийн шахмал,Жороор,"A. Menarini Manufacturing Logistics and Services S.r.L for Astelles Pharma Europe B.V., The Netherlands",Итали,2021.09.12,Моносфарм Трейд ХХК,4607098450838,,
F20110912JP02812,Супракс солютаб,Цефиксим,400мг,10,дисперсийн шахмал,Жороор,"A. Menarini Manufacturing Logistics and Services S.r.L for Astelles Pharma Europe B.V., The Netherlands",Итали,2021.09.12,Моносфарм Трейд ХХК,4607098450869,,
F20110912JP02812,Супракс солютаб,Цефиксим,400мг,7,дисперсийн шахмал,Жороор,"A. Menarini Manufacturing Logistics and Services S.r.L for Astelles Pharma Europe B.V., The Netherlands",Итали,2021.09.12,Моносфарм Трейд ХХК,4607098451316,,
F20110912JP02817,Тенофовир дизопроксил фумарат,Тенофовир,300мг,30,бүрхүүлтэй шахмал,Жороор,Mylan Laboratories Limited,БНЭУ,2021.09.12,Белладонна ХХК,8904093800030,,
F20110912JP02824,Эритромицин 250мг,Эритромицин,250мг,10x10,бүрхүүлтэй шахмал,Жороор,Mekophar Chemical Pharmaceutical Joint-Stock Co. (Mekophar),Вьетнам,2021.09.12,Саба трейд ХХК,4602565004569,,
F110912JP02827,Ванкорин,Ванкомицин,500мг,10,тарилгын нунтаг,Жороор,HK inno.N Corporation,БНСУ,2021.09.12,Мөнхийн тун ХХК, ,,
F110912JP02828,Ванкорин,Ванкомицин,1г,10,тарилгын нунтаг,Жороор,HK inno.N Corporation,БНСУ,2021.09.12,Мөнхийн тун ХХК,4602521009164,,
F20110912LP02818,Онвинк-1,Винкристин,1мг,1,тарилгын уусмал бэлтгэх лиофилизат нунтаг,Жороор,Neon Laboratories Ltd,БНЭУ,2021.09.12,Монголэмимпекс ХХК,8901236014705,,
F110912MN02809,Перофен 400,Ибупрофен,400мг,10x10,бүрхүүлтэй шахмал,Жоргүй,Remedica Ltd,Кипр,2021.09.12,Монголфарм ХХК,5290665002098,,
F20110912PP02804,Зеставал 200,Албендазол,200мг,2,бүрхүүлтэй шахмал,Жороор,Remedica Ltd,Кипр,2021.09.12,Монголфарм ХХК,5290665003118,,
F20110912RN02799,АЦ-Лайт,Ацетилцистеин,200мг,20,хөвмөлийн нунтаг,Жоргүй,XL Laboratories PVT.Ltd,БНЭУ,2021.09.12,Чигатуссин ХХК, ,,
F20111024AO02871,Загасны тос /Витаминжуулсан/,Загасны тос + Поливитамин,500мг,50,капсул,Жоргүй,Minskintercaps UV,Беларусь,2021.10.23,Ач Үр ХХК,4810046002779,,
F20111024CP02846,Кордарон 200мг,Амиодарон,200мг,30,бүрхүүлтэй шахмал,Жороор,"Chinion Pharmaceutical and Chemical Works Private Co.,Ltd",Унгар,2021.10.24,Моносфарм Трейд ХХК,3582910022183,,
F20111024CP02857,Пренесса,Периндоприл,4мг,30,шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2021.10.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989573416,,
F20111024CP02858,Пренесса,Периндоприл,8мг,30,шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2021.10.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989573423,,
F20111024CP02859,Аторис,Аторвастатин,10мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2021.10.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989519551,,
F20111024CP02860,Аторис,Аторвастатин,20мг,30,бүрхүүлтэй шахмал,Жороор,"KRKA d.d., Novo Mesto",Словени,2021.10.24,"KRKA, d.d., Novo mesto Төлөөлөгчийн газар",3838989519575,,
F20111024CP02862,Метилдопа 250,Метилдопа,250мг,10x10,бүрхүүлтэй шахмал,Жороор,Remedica Ltd,Кипр,2021.10.24,Монголфарм ХХК,5290665002562,,
F20111024CP02868,Стамотенс 5,Амлодипин,5мг,30,шахмал,Жороор,PT. Pertiwi Agung,Индонез,2021.10.24,Монфа трейд ХХК,8994757000555,,
F20111024CP02869,Стамотенс 10,Амлодипин,10мг,30,шахмал,Жороор,PT. Pertiwi Agung,Индонез,2021.10.24,Монфа трейд ХХК,8994757000562,,
F20111024JP02850,Азитромицин Лек,Азитромицин,500мг,3,бүрхүүлтэй шахмал,Жороор,"S.C. Sandoz S.r.l, Romania for Lek Pharmaceuticals d.d, Slovenia",Румын,2021.10.24,Моносфарм Трейд ХХК,3838957016877,,
F20111024MO02845,Ибуфен 200мг,Ибупрофен,200мг,20,бүрхүүлтэй шахмал,Жоргүй,Antibiotice S.A.,Румын,2021.10.24,Тунамалмед ХХК,5944736009003,,
F20111129BP02893,Фолитех-5,Фолийн хүчил,5мг,10x10,шахмал,Жороор,"Protech Biosystems PVT., Ltd",БНЭУ,2021.11.29,Их Төгөл ХХК,8901783004334,,
F111129BP02898,Тессирон,Клопидогрел,75мг,14,бүрхүүлтэй шахмал,Жороор,Gedeon Richter Romania S.A.,Румын,2021.11.29,Гедеон Рихтер ТГ,5997001362648,,
F111129BP02898,Тессирон,Клопидогрел,75мг,28,бүрхүүлтэй шахмал,Жороор,Gedeon Richter Romania S.A.,Румын,2021.11.29,Гедеон Рихтер ТГ,5997001362655,,
F20111129CP02886,Нитосид,Нитропруссид натри,50мг,1,тарилгын уусмал бэлтгэх лиофилизат нунтаг,Жороор,Neon Laboratories Ltd,БНЭУ,2021.11.28,Монголэмимпекс ХХК, ,,
F20111129CP02896,Предизин,Триметазидин,35мг,60,бүрхүүлтэй шахмал,Жороор,Gedeon Richter Polska sp.z o.o.,Польш,2021.12.12,Гедеон Рихтер ТГ,5997001302316,,
F20111129JP02897,Гроприносин,Инозин пранобекс,500мг,20,шахмал,Жороор,Gedeon Richter Polska sp.z o.o.,Польш,2021.11.29,Гедеон Рихтер ТГ,5997001302538,,
F20111129JP02897,Гроприносин,Инозин пранобекс,500мг,50,шахмал,Жороор,Gedeon Richter Polska sp.z o.o.,Польш,2021.11.29,Гедеон Рихтер ТГ,5997001302903,,
F20111129MO02892,Ибупротех-400 шахмал,Ибупрофен,400мг,10x10,бүрхүүлтэй шахмал,Жоргүй,"Protech Biosystems PVT., Ltd",БНЭУ,2021.11.29,Их Төгөл ХХК,8901783004358,,
F20111212AO02918,Стопдиар,Нифуроксазид,100мг,24,бүрхүүлтэй шахмал,Жороор,Gedeon Richter Polska sp.z o.o.,Польш,2021.12.12,Гедеон Рихтер ТГ,5997001307144,,
F111212GN02919,Витапрост форте,Простатын ханд,20мг,10,лаа,Жоргүй,Nizhpharm JSC,ОХУ,2021.12.12,"""Нижегородский химико-фармацевтический завод""-ийн төлөөлөгчийн газар",4601026307331,,
F20120129RO03221,Проспан,Мөлхөө ургамлын навчны хуурай ханд,65 мг,10,уусдаг шахмал,Жоргүй,Hermes Arzneimittel GmbH for Engelhard Arzneimittel GmbH & Co.KG,Герман,2023.01.29,Монголэмимпекс ХХК,4104480703614,,
F20120312JP02946,Рокситромицин Сандоз,Рокситромицин,150мг,20,бүрхүүлтэй шахмал,Жороор,"S.C. Sandoz S.r.l, Romania for Lek Pharmaceuticals d.d, Slovenia",Румын,2022.03.11,Моносфарм Трейд ХХК,5944706000719,,
F20120312JP02954,Роксинмицин,Рокситромицин,150мг,30,шахмал,Жороор,"Dae Hwa Pharmaceutical Co.,Ltd",БНСУ,2022.03.12,Бүжинлхам ХХК,8806456008858,,
F20120312MO02955,Кебанон,Кетопрофен,30мг,7,наалт,Жоргүй,"Dae Hwa Pharmaceutical Co.,Ltd",БНСУ,2022.03.12,Бүжинлхам ХХК,8806456017232,,
F20120423AO02980,Эссенцикапс,Фосфолипид,300мг,50,капсул,Жоргүй,Minskintercaps UV,Беларусь,2022.04.23,Ач Үр ХХК,4810046002540,,
F20120423BP02977,Актилизе,Алтеплаза,50мг,1,тарилгын уусмал бэлтгэх нунтаг,Жороор,Boehringer Ingelheim Pharma GmbH & Co.KG,Герман,2022.04.22,Моносфарм Трейд ХХК,9088880981344,,
F20120423CP02973,Тенсира,Ирбесартан,150мг,30,бүрхүүлтэй шахмал,Жороор,PT. Pertiwi Agung,Индонез,2022.04.23,Монфа трейд ХХК,8994757000425,,
F20120423CP02974,Тенсира,Ирбесартан,300мг,30,бүрхүүлтэй шахмал,Жороор,PT. Pertiwi Agung,Индонез,2022.04.23,Монфа трейд ХХК,8994757000432,,
F20120423JP02975,Ланмер,Меропенем,1г+10мл,1,тарилгын нунтаг + тарилгын уусмал,Жороор,"PT. Bernofarm, Sidoarjo for PT. Pertiwi Agung",Индонез,2022.04.23,Монфа трейд ХХК,8994757000340,,
F20120423RO02978,Лазолван,Амброксол,30мг,20,шахмал,Жоргүй,"Boehringer Ingelheim Ellas A.E., for Boehringer Inhelheim Interbational GmbH, Germany",Грек,2022.04.23,Моносфарм Трейд ХХК,9006968004914,,
F20120423RO02978,Лазолван,Амброксол,30мг,50,шахмал,Жоргүй,"Boehringer Ingelheim Ellas A.E., for Boehringer Inhelheim Interbational GmbH, Germany",Грек,2022.04.23,Моносфарм Трейд ХХК,9006968004921,,
F20120423SO02979,Нью В Рото,Хлорфенамин + Декспантенол + Пиридоксин + Пантенол,13мл,1,нүдний дусал,Жоргүй,"Rohto-Mentholatum (Vietnam) Co.,LTD",Вьетнам,2022.04.23,Моносфарм Трейд ХХК,8935006510081,,
F20120507AO03005,Топ ролл,Солонгос хүн орхоодой + Поливитамин, ,30,капсул,Жоргүй,"Dae Hwa Pharmaceutical Co.,Ltd",БНСУ,2022.05.07,Бүжинлхам ХХК, ,,
F20120507BP03006,Кустодиол, ,1000мл,1,уусмал,Жороор,DR.Franz Kohler Chemie GmbH,Герман,2022.05.07,Азифарма ХХК,4033133610002,,
F20120507BP03006,Кустодиол, ,2000мл,1,уусмал,Жороор,DR.Franz Kohler Chemie GmbH,Герман,2022.05.07,Азифарма ХХК,4033133420007,,
F20120507BP03006,Кустодиол, ,500мл,1,уусмал,Жороор,DR.Franz Kohler Chemie GmbH,Герман,2022.05.07,Азифарма ХХК,4033133105003,,
F20120507CP02997,Амлорин 5,Амлодипин,5мг,10x3,шахмал,Жороор,Remedica Ltd,Кипр,2022.05.07,Монголфарм ХХК,5290665005648,,
F20120507CP02998,Амлорин 10,Амлодипин,10мг,30,шахмал,Жороор,Remedica Ltd,Кипр,2022.05.07,Монголфарм ХХК,5290665005655,,
F20120507GO03015,Климаксан гомеопати,Гомеопати эм, ,20,шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2022.05.06,Моносфарм Трейд ХХК,4607009580920,,
F20120423GP02969,Визанна,Диеногест,2мг,2х14,шахмал,Жороор,Schering GmbH & Co.Produktions KG,Герман,2022.04.23,Моносфарм Трейд ХХК,4029668001750,,
F20120507JP02986,Флукона-Денк,Флуконазол,100мг,10,капсул,Жороор,Denk Pharma GmbH & Co.KG,Герман,2022.05.07,Денк фарма ХХК,4031571063763,,
F20120507JP02987,Флукона-Денк 150,Флуконазол,150мг,1,капсул,Жороор,Denk Pharma GmbH & Co.KG,Герман,2022.05.07,Денк фарма ХХК,4031571063787,,
F20120507JP02988,Лево-Денк 250,Левофлоксацин,250мг,10,бүрхүүлтэй шахмал,Жороор,Rottendorf Pharma GMBH,Герман,2022.05.02,Денк фарма ХХК,4031571055065,,
F20120507JP02994,Зиндолин 250,Ципрофлоксацин,250мг,10x10,бүрхүүлтэй шахмал,Жороор,Remedica Ltd,Кипр,2022.05.07,Монголфарм ХХК,5290665003552,,
F20120507LO03011,Анаферон,Хүний цэвэршүүлсэн гамма интерфероны антител,0.003г,20,дисперсийн шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2022.05.07,Моносфарм Трейд ХХК,4607009582245,,
F20120507LO03012,Анаферон /хүүхэд/,Хүний цэвэршүүлсэн гамма интерфероны антител,0.003г,20,дисперсийн шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2022.05.07,Моносфарм Трейд ХХК,4607009582412,,
F20120507MP02996,Реметан 100 Р,Диклофенак,100мг,10x10,бүрхүүлтэй шахмал,Жороор,Remedica Ltd,Кипр,2022.05.07,Монголфарм ХХК,8656020817245,,
F20120507NO03013,Пропротен-100,S-100 тархины өвөрмөц уургийн эсрэгбие,100мг,20,дисперсийн шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2022.05.06,Моносфарм Трейд ХХК,4607009582177,,
F20120507NO03013,Пропротен-100,S-100 тархины өвөрмөц уургийн эсрэгбие,100мг,40,дисперсийн шахмал,Жоргүй,Materia Medica Holding OOO NPF,ОХУ,2022.05.06,Моносфарм Трейд ХХК,4607009581125,,
F20120507RO03016,Циннабсин, , ,100,шахмал,Жоргүй,DHU Arzneimittel GmbH & Co.KG,Герман,2022.05.07,Монголэмимпекс ХХК,4029917005324,,
F20120507RO03018,Инфлюцид, , ,60,шахмал,Жоргүй,DHU Arzneimittel GmbH & Co.KG,Герман,2022.05.07,Монголэмимпекс ХХК,4029917005331,,
F20120507RO03019,Тонзилотрен, , ,60,шахмал,Жоргүй,DHU Arzneimittel GmbH & Co.KG,Герман,2022.05.07,Монголэмимпекс ХХК,4029917005348,,
